send_date,send_time,medium,segment,category,purpose,offer_type,offer_detail,title,content,target_count,ctr,cvr
2026. 3. 14,9:15,친구톡,지원 요청,뷰티,코아시스_2주차,안내,90% ,[현대홈쇼핑],"코아시스 인기 스킨케어 [최대 90%] 할인!김정문알로에 7일 특가와 사은품 혜택까지 만나보세요.■ 코아시스 특가 상품 최대 90% 할인① AHC 아이크림 인 겔마스크 4매 12,900원② 메디필 멜라논엑스크림 30ml 9,500원■ 김정문알로에 7일 특가① 수부지 앰플·올인원 클렌저 특가② 1만5천원 이상 구매 시 사은품 증정■ 기간 : 3/13(금) ~ 3/19(목)■ 꼭 알아두세요*본 행사는 당사의 사정에 따라 사전 고지 없이 변경 혹은 조기 종료될 수 있습니다.","62,628",0.87%,0.00%
2026. 3. 15,12:30,푸시,실버 고객,등급/혜택,장바구니_웰컴쿠폰,안내,단순 안내,장바구니에 담아둔 상품 확인해보세요! 🛒,(광고)살까 말까 고민 중이셨나요? 지금 웰컴 쿠폰 쓰면 가격이 확 내려가요. '이왕이면' 할인받고 득템하세요!(수신거부:앱설정),"14,186",1.49%,0.87%
2026. 3. 15,11:30,푸시,콜드 유저,등급/혜택,장바구니_웰컴쿠폰,안내,단순 안내,장바구니에 담아둔 상품 확인해보세요! 🛒,(광고)살까 말까 고민 중이셨나요? 지금 웰컴 쿠폰 쓰면 가격이 확 내려가요. '이왕이면' 할인받고 득템하세요!(수신거부:앱설정),"7,138",1.08%,1.27%
2026. 3. 15,12:25,WEB,카탈로그,기타,현대톡마트,안내,🔻49%,무거운 장바구니는 안녕 👋 집에서 보는 현대톡마트,"(광고)오늘 저녁 메뉴 고민 끝! 신선한 한돈과 제철 과일, 생필품까지 알뜰하게 구성했어요! 최대 [🔻49%] 할인된 가격으로 주문하고 편하게 받으세요!(수신거부:웹설정)","1,162,889",0.68%,0.00%
2026. 3. 18,12:00,친구톡,우수 임박,패션의류,VIP선정 안내,안내,5% ,[현대홈쇼핑],"{{custNm||고객}}님, 축하합니다🎉VIP 슈퍼패스를 달성하셨어요!지금 이 순간부터{{custNm||고객}}님은 【플래티넘(VIP)】 등급 고객입니다.■ 플래티넘(VIP) 혜택 한 눈 요약!·  매일 참여 가능한 VIP 룰렛이벤트 ·  VIP 전용 시크릿 라이브 초대·  VIP 고객만 구매 가능한 특가 상품■ 지금 바로 확인하세요!마이페이지 > 멤버십 혜택에 들어오시면플래티넘 전용 쿠폰이 기다리고 있어요.■ 5,000원 / 3,000원 / 5% 할인쿠폰👉 지금 바로 다운로드하고 사용해보세요!VIP는 지금부터가 시작입니다.{{custNm||고객}}님만을 위한 혜택,지금 VIP 라운지에서 마음껏 즐겨보세요.",235,21.70%,7.23%
2026. 3. 18,14:30,친구톡,외부고객,등급/혜택,현대카드_현대톡마트,안내,"3,000원",[현대홈쇼핑],"🛒 장바구니 쿠폰 아직 사용 전이시죠?현대톡마트에서 적용 가능한 상품이 추가 되었어요! 여러 개 담고 [3,000원] 할인 받아가세요■ 현대톡마트 장바구니 쿠폰- 기간 : 3/13(금) ~ 3/26(목)- 혜택 : 3,000원 할인 (3만원 이상)- 사용방법 : 현대카드 결제 시 적용이제 멀리서 장 보지 마세요!집으로 찾아오는 현대톡마트에서 편리하게 장 보세요 👉",172,9.30%,4.65%
2026. 3. 18,9:52,WEB,카탈로그,기타,현대톡마트,안내,단순 안내,현대톡마트 [최대 60%🔻] 역대급 할인 시작! 🛒,(광고) 똑똑한 소비자라면 주목!기다리던 세일이 찾아왔어요. 지금 바로 접속해서 장바구니 부담을 덜어보세요 👉(수신거부:웹설정),"1,164,568",0.73%,0.00%
2026. 3. 18,14:30,문자,외부고객,등급/혜택,현대카드_현대톡마트,안내,"3,000원",[현대홈쇼핑],"(광고)[현대홈쇼핑]장바구니 쿠폰 아직 사용 전이시라면 주목! 현대톡마트의 착한 가격에서 한 번 더 할인 받을 수 있는 쿠폰을 확인해 보세요! 오늘 적용가능한 상품이 추가되었습니다♬■ 여러 개 담고 [3,000원] 할인 받기→ hmall.kr/DhMsYQ■ 현대톡마트 장바구니 쿠폰- 기간 : 3/13(금) ~ 3/26(목)- 혜택 : 3,000원 할인 (3만원 이상)- 사용방법 : 현대카드 결제 시 적용■ 출석하고 적립금 모으기→ hmall.kr/BbEQFd멀리서 장 보지 마세요!집으로 찾아오는 현대톡마트에서 편리하게 장 보세요!무료수신거부 : 080-355-0000",62,16.13%,1.61%
2026. 3. 19,9:00,친구톡,골드 상위,기타,적립금_당월미구매_로그인Y,적립금,"2,000원",[현대홈쇼핑],"🎁 {{custNm||고객}}님, 이번 달 아직 구매 전이시죠?지금 바로 쓰실 수 있는 [2,000원] 쇼핑지원금을 드렸어요!단, 3일동안만 사용가능하니이번 기회에 가볍게 첫 구매 시작해 보세요❤️■ 오늘 받은 쇼핑지원금- 3/19(목) ~ 3/21(토)까지 사용가능- 최소결제금액 조건 없음- 원하는 상품, 금액 부담 없이 가볍게 시작!지금 생방송 중인 TV 상품에도 바로 적용돼요!※ 쇼핑지원금은 마이페이지에서 확인 가능","32,934",2.03%,2.10%
2026. 3. 19,9:15,친구톡,골드 하위,기타,적립금_당월미구매_로그인Y,적립금,"2,000원",[현대홈쇼핑],"🎁 {{custNm||고객}}님, 이번 달 아직 구매 전이시죠?지금 바로 쓰실 수 있는 [2,000원] 쇼핑지원금을 드렸어요!단, 3일동안만 사용가능하니이번 기회에 가볍게 첫 구매 시작해 보세요❤️■ 오늘 받은 쇼핑지원금- 3/19(목) ~ 3/21(토)까지 사용가능- 최소결제금액 조건 없음- 원하는 상품, 금액 부담 없이 가볍게 시작!지금 생방송 중인 TV 상품에도 바로 적용돼요!※ 쇼핑지원금은 마이페이지에서 확인 가능","67,166",1.28%,1.05%
2026. 3. 19,9:00,문자,골드 상위,등급/혜택,적립금_당월미구매_로그인Y,적립금,"2,000원 ",[현대홈쇼핑],"(광고)[현대홈쇼핑]이번 달 아직 구매 전이신 {{custNm||고객}} 고객님께 【2,000원 쇼핑지원금】이 지급되었어요!이번 혜택은 할인쿠폰이 아닌 【쇼핑지원금】으로 최소결제금액 조건 없이 결제 단계에서 더 편하게 바로 사용하실 수 있습니다.■ 쇼핑지원금 혜택- 지급금액: 2,000원- 사용기간: 3/19(목)~3/21(토), 3일간- 사용방식: 결제 시 차감 (최소결제금액 없음)■ 쇼핑지원금 확인/사용→ hmall.kr/CiT9ku■ 출석하고 적립금 모으기→ hmall.kr/AuBvgF지금 실시간 방송 중인 TV 상품에도 즉시 적용됩니다. 사용기간이 3일로 짧으니 절대 놓치지 마세요!무료수신거부 : 080-355-0000",40,0.00%,2.50%
2026. 3. 19,9:15,문자,골드 하위,등급/혜택,적립금_당월미구매_로그인Y,적립금,"2,000원 ",[현대홈쇼핑],"(광고)[현대홈쇼핑]이번 달 아직 구매 전이신 {{custNm||고객}} 고객님께 【2,000원 쇼핑지원금】이 지급되었어요!이번 혜택은 할인쿠폰이 아닌 【쇼핑지원금】으로 최소결제금액 조건 없이 결제 단계에서 더 편하게 바로 사용하실 수 있습니다.■ 쇼핑지원금 혜택- 지급금액: 2,000원- 사용기간: 3/19(목)~3/21(토), 3일간- 사용방식: 결제 시 차감 (최소결제금액 없음)■ 쇼핑지원금 확인/사용→ hmall.kr/CiT9ku■ 출석하고 적립금 모으기→ hmall.kr/AuBvgF지금 실시간 방송 중인 TV 상품에도 즉시 적용됩니다. 사용기간이 3일로 짧으니 절대 놓치지 마세요!무료수신거부 : 080-355-0000",212,1.42%,0.00%
2026. 3. 19,19:15,문자,지원 요청,패션의류,현대백화점_목동점,안내,90% 할인,[현대홈쇼핑],"(광고)현대홈쇼핑 X 현대백화점 목동점 그랜드 뷰티 페스타!AHC, 센텔리안24, 제이엠솔루션, 김정문알로에 등 현대홈쇼핑 대표 뷰티 브랜드의 인기상품들을 [최대 90%] 할인된 놀라운 가격으로 준비했습니다.■ 현대백화점 그랜드 뷰티 페스타- 기간 : 3/20(금)~29(일), 10일간- 장소 : 목동점 별관 지하2층 행사장■ 주요 행사상품① 쟈스더마 슈퍼 리프팅 앰플  → 행사가 9,900원 [▼ 90% 할인]② AHC UV 아쿠아 모이스트 선크림  → 행사가 6,900원 [▼ 67% 할인]③ 센텔리안24 마데카크림 액티브 스킨  → 행사가 11,000원 [▼ 71% 할인]④ 제이엠솔루션 C9 콜라겐 아이크림  → 행사가 9,500원 [▼ 88% 할인]현대백화점 목동점 지하 2층 행사장에서 만나보세요!무료수신거부 : 080-355-0000","64,628",0.00%,0.00%
2026. 3. 20,20:15,푸시,골드 상위,기타,적립금 리마인드(익일),안내,"2,000원 ","💌똑똑, 잊으신 혜택이 있어 연락드렸어요!","(광고) 어제 보내드린 2,000원 지원금, 아직 주인을 기다리고 있어요. 내일 소멸되기 전에 꼭 사용해 보세요! 기분 좋은 쇼핑이 되길 바랄게요. ✨(수신거부:앱설정)","19,124",0.94%,6.01%
2026. 3. 20,18:10,푸시,실버 고객,기타,나이키 50% 세일,안내,단순 안내,[50%] 지금 나이키는 Hmall에서 세일중🔥,"(광고)👟 운동부터 일상까지, 당신의 에너지를 깨워줄 나이키 컬렉션! 인기 사이즈가 품절되기 전,  혜택을 누구보다 먼저 확인해보세요👉(수신거부:앱설정)","102,772",0.66%,0.91%
2026. 3. 20,19:30,푸시,골드 하위,기타,적립금 리마인드(익일),안내,"2,000원 ","💌똑똑, 잊으신 혜택이 있어 연락드렸어요!","(광고) 어제 보내드린 2,000원 지원금, 아직 주인을 기다리고 있어요. 내일 소멸되기 전에 꼭 사용해 보세요! 기분 좋은 쇼핑이 되길 바랄게요. ✨(수신거부:앱설정)","35,043",0.59%,2.59%
2026. 3. 20,17:00,친구톡,우수 임박,기타,리뷰연계_캐러셀,안내,단순 안내,[현대홈쇼핑],캐러셀피드형,"4,755",2.88%,3.32%
2026. 3. 20,17:15,친구톡,골드 상위,기타,리뷰연계_캐러셀,안내,단순 안내,[현대홈쇼핑],캐러셀피드형,"65,002",2.83%,2.86%
2026. 3. 20,17:40,친구톡,골드 하위,기타,리뷰연계_캐러셀,안내,단순 안내,[현대홈쇼핑],캐러셀피드형,"71,983",2.78%,1.89%
2026. 3. 20,18:00,친구톡,콜드 유저,기타,리뷰연계_캐러셀,안내,단순 안내,[현대홈쇼핑],캐러셀피드형,"38,571",2.62%,1.13%
2026. 3. 20,19:20,친구톡,골드 하위,기타,전화ONLY_왕톡안내,안내,단순 안내,[현대홈쇼핑],캐러셀피드형,"29,757",2.29%,1.15%
2026. 3. 20,19;35,친구톡,콜드 유저,기타,전화ONLY_왕톡안내,안내,단순 안내,[현대홈쇼핑],캐러셀피드형,"17,632",2.05%,0.81%
2026. 3. 20,11:27,WEB,지원 요청,뷰티,코아시스_3주차,안내,77% 할인,77% 할인 실화? VT 코스메틱스 하드코아세일 상륙 🚀,(광고)😱 망설이면 품절! VT 코스메틱스의 화제템들을 최대 77% 가벼워진 가격으로 준비했습니다. 지금 스페이스원점에서 진행되는 행사 현장 정보를 확인해 보세요👉(수신거부:웹설정),"1,165,568",0.54%,0.00%
2026. 3. 21,19:30,푸시,골드 상위,기타,적립금 리마인드(최종),안내,"2,000원","⏰오늘 지나면 사라지는 내 [2,OOO원]","(광고) {{custNm||고객}}님, 사려던 물건, 2천원 더 저렴하게 살 기회! 지금 놓치면 너무 아깝잖아요. 오늘이면 사라질 혜택으로 가벼워진 결제창을 확인해 보세요🛍️(수신거부:앱설정)","18,198",0.96%,4.70%
2026. 3. 21,20:15,푸시,골드 하위,기타,적립금 리마인드(최종),안내,"2,000원","⏰오늘 지나면 사라지는 내 [2,OOO원]","(광고) {{custNm||고객}}님, 사려던 물건, 2천원 더 저렴하게 살 기회! 지금 놓치면 너무 아깝잖아요. 오늘이면 사라질 혜택으로 가벼워진 결제창을 확인해 보세요🛍️(수신거부:앱설정)","34,325",0.95%,2.53%
2026. 3. 21,9:45,푸시,외부고객,패션의류,현대카드_참여누적_리뷰연계,안내,단순 안내,🧥 지금까지 홈쇼핑에서 산 자켓들 중 최고,(광고)과장같이 들릴 수도 있지만.. 지금까지 홈쇼핑에서 산 자켓들 중에 젤 맘에 들어요! 가죽이 너무 부드럽고 퀄리티도 좋아요! 164.55~56인데 S도 살짝 크니까 참고하세요! ^^(수신거부:앱설정),"14,508",0.92%,2.52%
2026. 3. 21,9:20,푸시,지원 요청,기타,코아시스_3주차,안내,사은품/이벤트,🎯 [코아시스 X 동국제약] 초특가 팝업 행사!,(광고) 전 고객 꽝 없는 룰렛 + 구매 사은품까지 10일 한정 혜택 놓치지 마세요! 3/20~3/29 (수신거부: 앱설정),"60,051",0.44%,0.00%
2026. 3. 21,9:15,친구톡,지원 요청,패션의류,코아시스_3주차,안내,"13,000원",[현대홈쇼핑],"💧VT 브랜드 위크 초특가 안내!리들샷·콜라겐 인기 상품을 특별가로 만나보세요!■ VT 브랜드 위크 [최대 77%] 할인① 리들샷 콜라겐 크림 기획세트 10,900원② 리들샷 100 겔마스크 4매 13,000원■ 이번주 특별 추가혜택!2만원 이상 구매 시 브랜드 키트 증정■ 기간 : 3/20(금) ~ 3/26(목)■ 꼭 알아두세요본 행사는 사전 고지 없이 조기 종료될 수 있습니다.","64,737",0.76%,0.00%
2026. 3. 21,10:55,WEB,플랫폼행사,기타,나이키 50% 세일,안내,단순 안내,[UP TO 50%] 지금 나이키는 Hmall에서 세일중🔥,"(광고) 운동부터 일상까지, 당신의 에너지를 깨워줄 나이키 컬렉션. 인기 사이즈가 품절되기 전, 혜택을 누구보다 먼저 확인해보세요!","1,164,950",0.76%,0.00%
2026. 3. 21,9:15,문자,지원 요청,패션의류,코아시스_3주차,안내,77% ,[현대홈쇼핑],"(광고)VT 브랜드 위크 특가 혜택을 안내드립니다. 리들샷·콜라겐 인기 상품을 특별가로 만나보시기 바랍니다. 지금 바로 확인해 보세요!■ 특가 상품 보러가기→ hmall.kr/BFi6SI■ VT 브랜드 위크 최대 77% 할인① 리들샷 콜라겐 크림 기획세트 10,900원② 리들샷 100 겔마스크 4매 13,000원■ 구매 시 드리는 추가 혜택2만원 이상 구매 시 브랜드 키트 증정■ 기간 : 3/20(금) ~ 3/26(목)■ 출석체크하고 적립금 모으기→ hmall.kr/D60Y4U■ 꼭 알아두세요*본 행사는 당사의 사정에 따라 사전 고지 없이 변경 혹은 조기 종료될 수 있습니다.무료수신거부 : 080-355-0000",754,0.93%,0.00%
2026. 3. 22,9:00,푸시,골드 전체,등급/혜택,등급쿠폰_미사용고객,안내,"3,000원","⏰[3,000원]이 {{custNm||고객}}님을 기다려요","(광고)이번 달 구매 혜택, 아직 다 안 쓰셨어요! {{custGrd||회원등급}} 전용 쿠폰이 자고 있어요💤 받으신 쿠폰을 기한내에 사용해 보세요!※마이페이지 > 쿠폰함에서 확인(수신거부:앱설정)","31,121",1.81%,1.86%
2026. 3. 23,12:10,푸시,외부고객,등급/혜택,현대카드_당월참여,안내,"10,000원","⏰ [10,000원] 사라지기 전에 알려드려요!",(광고) 현대카드 시크릿쿠폰 사용 소멸까지 D-1일😱 1만원 할인 사용 안 하면 아깝자나요! 오늘 중으로 꼭 사용 하기로 약속🤙(수신거부:앱설정),"1,782",7.07%,2.02%
2026. 3. 23,9:10,WEB,카탈로그,기타,현대톡마트,안내,47% 할인,🛒 장보기 고민은 이제 끝!,(광고) 최대 [🔻47% 할인] 효자상품부터 1만원 이하 꿀매 상품까지!! 품절되기 전에 먼저 만나 보세요! 👉(수신거부:웹설정),"1,157,367",0.53%,0.00%
2026. 3. 23,12:40,WEB,카탈로그,기타,현대펫마트,안내,43% 할인,현대펫마트 [최대 43%] 세일 🐶,"(광고)우리 아이를 위한 사료와 간식, 각종 용품까지! 현대Hmall에서 준비한 최대 43% 할인 혜택으로 장바구니 부담을 시원하게 덜어보세요! 👉[현대펫마트 바로가기] (수신거부:웹설정)","344,718",1.14%,0.00%
2026. 3. 23,18:20,친구톡,골드 상위,기타,오사내쇼_안내,안내,단순 안내,[현대홈쇼핑],캐러셀피드형,"54,821",1.40%,1.15%
2026. 3. 23,18:25,친구톡,콜드 유저,기타,오사내쇼_안내,안내,단순 안내,[현대홈쇼핑],캐러셀피드형,"44,993",0.88%,0.68%
2026. 3. 23,18:30,친구톡,우수 임박,기타,오사내쇼_안내,안내,단순 안내,[현대홈쇼핑],캐러셀피드형,"4,763",2.29%,1.99%
2026. 3. 23,18:45,친구톡,골드 하위,기타,오사내쇼_안내,안내,단순 안내,[현대홈쇼핑],캐러셀피드형,"85,185",1.08%,0.77%
2026. 3. 26,18:05,푸시,외부고객,등급/혜택,현대카드_현대톡마트,안내,"3,000원 할인","⏰  [3,000원 할인] 6시간 뒤에 종료!","(광고) {{custNm||고객}}님께서 보유하신 현대톡마트 장바구니 쿠폰이 오늘 소멸돼요! 수향미 10kg를 [3,000원] 할인 받아 가져가세요! 👉(수신거부:앱설정)",207,4.83%,4.35%
2026. 3. 27,15:30,문자,지원 요청,패션의류,현대백화점_목동점,안내,90% 할인,[현대홈쇼핑],"(광고)현대홈쇼핑 X 현대백화점 목동점 그랜드 뷰티 페스타!AHC, 센텔리안24, 제이엠솔루션, 김정문알로에 등 현대홈쇼핑 대표 뷰티 브랜드의 인기상품들을 [최대 90%] 할인된 놀라운 가격으로 준비했습니다.■ 현대백화점 그랜드 뷰티 페스타- 기간 : 3/20(금)~29(일), 10일간- 장소 : 목동점 별관 지하2층 행사장■ 주요 행사상품① 쟈스더마 슈퍼 리프팅 앰플  → 행사가 9,900원 [▼ 90% 할인]② AHC UV 아쿠아 모이스트 선크림  → 행사가 6,900원 [▼ 67% 할인]③ 센텔리안24 마데카크림 액티브 스킨  → 행사가 11,000원 [▼ 71% 할인]④ 제이엠솔루션 C9 콜라겐 아이크림  → 행사가 9,500원 [▼ 88% 할인]현대백화점 목동점 지하 2층 행사장에서 만나보세요!무료수신거부 : 080-355-0000","62,534",0.00%,0.00%
2026. 3. 27,12:10,WEB,지원 요청,기타,코아시스_4주차,안내,사은품/이벤트,[코아시스 X 동국제약] 🔥초특가 팝업 행사중!,(광고) 전 고객 꽝 없는 룰렛 + 구매 사은품까지 10일 한정 혜택 놓치지 마세요! 3/20~3/29(수신거부:웹설정),"1,156,180",0.61%,0.00%
2026. 3. 28,9:10,친구톡,지원 요청,패션의류,코아시스_4주차,안내,"10,900원",[현대홈쇼핑],"⏰ 하드코아 세일 종료 D-4!지금 아니면 놓치는 [최대 90%] 할인을 코아시스에서 만나보세요.■ 하드코아 특가 상품 [최대 90%] 할인① AHC UV 퍼펙션 아쿠아 모이스트 선크림 50ml 6,900원② AHC 리얼골드 세럼 25ml 6,900원③ 센텔리안24 마데카크림 액티브 스킨 포뮬러 50ml 9,900원④ VT 리들샷 하이드롭 크림 기획세트 10,900원■ 기간 : 2/27(금) ~ 3/31(화)■ 꼭 알아두세요본 행사는 사전 고지 없이 조기 종료될 수 있습니다.","62,241",1.04%,0.00%
2026. 3. 28,9:10,문자,지원 요청,뷰티,코아시스_4주차,안내,"10,900원",[현대홈쇼핑],"(광고)[현대홈쇼핑]하드코아 세일 종료 D-4!지금 아니면 놓치는 [최대 90%] 할인을 코아시스에서 만나보세요.■ 특가 상품 보러가기→ hmall.kr/AFtvJB■ 하드코아 특가 상품① AHC UV 퍼펙션 선크림 : 6,900원② AHC 리얼골드 세럼 : 6,900원③ 센텔리안24 마데카크림 : 9,900원④ VT 리들샷 기획세트 : 10,900원■ 기간 : 2/27(금)~3/31(화)■ 출석체크하고 적립금 모으기→ hmall.kr/Dfosmz■ 꼭 알아두세요*본 행사는 당사의 사정에 따라 사전 고지 없이 변경 혹은 조기 종료될 수 있습니다.무료수신거부 : 080-355-0000",831,2.53%,0.00%
2026. 3. 28,9:20,푸시,지원 요청,기타,코아시스_4주차,안내,사은품/이벤트,⏰[코아시스 X 동국제약] 초특가 팝업 행사중!,(광고) 전 고객 꽝 없는 룰렛 + 구매 사은품까지 10일 한정 혜택 놓치지 마세요! 3/20~3/29 (수신거부: 앱설정),"56,535",0.32%,0.00%
2026. 3. 30,10:10,WEB,카탈로그,기타,현대톡마트,안내,단순 안내,🍊생귤탱귤 썬키스트 만다린 구경오세요!,(광고) 고당도 만다린 1kg를 만원도 안되는 가격에 가져가실 수 있어요! 지금 클릭하고 가장 먼저 챙겨가세요!(수신거부:웹설정),"1,155,233",0.60%,0.00%
2026. 3. 30,10:30,푸시,콜드 유저,등급/혜택,웰컴쿠폰팩 안내,안내,"50,000원","{{custNm||고객}}님은 [5O,OOO원] 할인 대상자입니다.",(광고) 이왕이면 할인 받고 구매해 보세요! 내일까지 할인 받을 수 있으니까 까먹기 전에 지금 바로 확인하러 가기 👉(수신거부:앱설정),"72,041",0.66%,0.63%
2026. 3. 30,10:42,푸시,실버 고객,등급/혜택,웰컴쿠폰팩 안내,안내,"50,000원","{{custNm||고객}}님은 [5O,OOO원] 할인 대상자입니다.",(광고) 이왕이면 할인 받고 구매해 보세요! 내일까지 할인 받을 수 있으니까 까먹기 전에 지금 바로 확인하러 가기 👉(수신거부:앱설정),"79,512",1.44%,0.52%
2026. 3. 30,12:10,푸시,우수 임박,등급/혜택,수산대전,안내,20% 할인,🐟 선착순 20% 할인 = [최대 1만원 할인],(광고) Hmall은 지금 수산대전중! 지금 빨리 들어와서 선착순 할인쿠폰 받아가세요⏰ 간고등어부터 영광굴비까지! 소문나기전에 서두르면 좋아요 ^^(수신거부:앱설정),"5,870",1.04%,2.40%
2026. 3. 30,12:15,푸시,골드 상위,등급/혜택,수산대전,안내,20% 할인,🐟 선착순 20% 할인 = [최대 1만원 할인],(광고) Hmall은 지금 수산대전중! 지금 빨리 들어와서 선착순 할인쿠폰 받아가세요⏰ 간고등어부터 영광굴비까지! 소문나기전에 서두르면 좋아요 ^^(수신거부:앱설정),"59,661",0.80%,1.98%
2026. 3. 30,12:25,푸시,골드 하위,등급/혜택,수산대전,안내,20% 할인,🐟 선착순 20% 할인 = [최대 1만원 할인],(광고) Hmall은 지금 수산대전중! 지금 빨리 들어와서 선착순 할인쿠폰 받아가세요⏰ 간고등어부터 영광굴비까지! 소문나기전에 서두르면 좋아요 ^^(수신거부:앱설정),"130,853",0.39%,0.99%
2026. 3. 30,12:45,푸시,콜드 유저,등급/혜택,수산대전,안내,20% 할인,🐟 선착순 20% 할인 = [최대 1만원 할인],(광고) Hmall은 지금 수산대전중! 지금 빨리 들어와서 선착순 할인쿠폰 받아가세요⏰ 간고등어부터 영광굴비까지! 소문나기전에 서두르면 좋아요 ^^(수신거부:앱설정),"94,859",0.33%,0.73%
2026. 3. 30,19:15,푸시,우수 임박,등급/혜택,등급쿠폰안내_최종,안내,"3,000원 ","지금까지 77,098명이 받아갔어요!","(광고) 내일이면 사라지는 [3,000원 할인쿠폰] 🎁 {{custGrd||회원등급}} 고객님만 다운로드 가능해요! 지금 받고 바로 할인 받아보세요 👉(수신거부:앱설정)","2,405",1.12%,2.45%
2026. 3. 30,19:30,푸시,골드 상위,등급/혜택,등급쿠폰안내_최종,안내,"3,000원 ","지금까지 77,098명이 받아갔어요!","(광고) 내일이면 사라지는 [3,000원 할인쿠폰] 🎁 {{custGrd||회원등급}} 고객님만 다운로드 가능해요! 지금 받고 바로 할인 받아보세요 👉(수신거부:앱설정)","25,554",1.04%,2.13%
2026. 3. 31,9:40,친구톡,골드 하위,기타,리뷰_연계,안내,단순 안내,[현대홈쇼핑],캐러셀피드형,"27,172",1.84%,1.84%
2026. 3. 31,9:20,친구톡,콜드 유저,기타,리뷰_연계,안내,단순 안내,[현대홈쇼핑],캐러셀피드형,"11,537",1.74%,1.39%
2026. 3. 31,9:10,친구톡,골드 상위,기타,리뷰_연계,안내,단순 안내,[현대홈쇼핑],캐러셀피드형,"45,649",2.54%,2.86%
2026. 3. 31,9:10,푸시,골드 하위,등급/혜택,등급쿠폰안내_최종,안내,"3,000원 ","지금까지 77,098명이 받아갔어요!","(광고) 오늘이면 사라지는 [3,000원 할인쿠폰] 🎁 {{custGrd||회원등급}} 고객님만 다운로드 가능해요! 지금 받고 바로 할인 받아보세요 👉(수신거부:앱설정)","57,693",0.61%,1.55%
2026. 3. 31,9:40,푸시,콜드 유저,등급/혜택,등급쿠폰안내_최종,안내,"3,000원 ","지금까지 77,098명이 받아갔어요!","(광고) 오늘이면 사라지는 [3,000원 할인쿠폰] 🎁 {{custGrd||회원등급}} 고객님만 다운로드 가능해요! 지금 받고 바로 할인 받아보세요 👉(수신거부:앱설정)","32,999",0.48%,1.33%
2026. 3. 31,11:30,푸시,골드 전체,기타,현대카드_직방ONLY,안내,"109,000원","🏷️ 오늘 사면 109,000원 → 71,545원!",(광고) 🌸 봄이라 밝은색 입고 싶어서 잘 안 입어본 핑크로 용기냈는데 색상이 엄청 고운 핑크에요! 울 소재인데도 까끌거리지 않고 품질이 아주 좋은 것 같아요 ^^(수신거부:앱설정)\,"38,999",0.69%,2.77%
2026. 4. 2,16:15,문자,지원 요청,기타,황정민쇼 AS,안내,단순 안내,[현대홈쇼핑],"(광고)감사합니다 {{custNm||고객}} 고객님! 황정민쇼 제주특집 상품을 구매해주셔서 감사합니다. 고객님께만 보내드리는 【황정민의 보이는 숏라디오】 링크입니다. 정성 다해 만든 제주도 특산물 잘 보관하고 잘 먹는 법, 지금 확인해보세요! ■ 보이는 숏라디오 : 제주특집편→ https://youtu.be/97QZ9UNTjd0■ 황정민쇼 방송알림 신청하기→ hmall.kr/EKYQtt■ 현대홈쇼핑은 [최상위 페스타] 진행 중→ hmall.kr/CXP8AU■ TIP- [황정민쇼] 매주 목요일 8:15 방송- [황정민의 보이는 숏라디오]는 방송에서 못다 한 정민님의 꿀팁이 담긴 짧은 영상입니다. 무료수신거부 : 080-355-0000","7,959",2.42%,0.00%
2026. 4. 3,12:10,WEB,지원 요청,기타,코아시스_1주차,안내,단순 안내,🌸 코아시스 EVENT : 봄을 찾기,"(광고) 부쩍 따뜻해진 요즘, 코아시스에서 봄을 찾아보세요! SS시즌 인기 스킨케어 [최대 75%] 할인 혜택을 놓치지 마세요! (4/1~4/30)(수신거부:웹설정)","1,156,597",0.59%,0.00%
2026. 4. 4,9:10,친구톡,지원 요청,뷰티,코아시스_1주차,안내,90% ,[현대홈쇼핑],"🌸코아시스 봄시즌 인기 스킨케어 [최대 75%] 할인! 코아시스에서 보물 같은 봄을 찾아보세요.■ 봄을 찾기 이벤트 상품 [최대 75%] 할인① AHC UV 퍼펙션 아쿠아 모이스트 선크림 50ml 6,900원② 쟈스더마 히알루샷 워터풀 카밍 앰플 20000 150ml 9,900원③ 프란츠 네이키드 선쉴드 스템 패치 10회분 11,900원④ 세포랩 바이오제닉 에센스 90% 30ml 2개입 26,000원■ 기간 : 4/1(수) ~ 30(목)■ 꼭 알아두세요본 행사는 사전 고지 없이 조기 종료될 수 있습니다.","34,483",0.50%,0.00%
2026. 4. 4,9:10,문자,지원 요청,뷰티,코아시스_1주차,안내,"26,000원",[현대홈쇼핑],"(광고)[현대홈쇼핑]코아시스 봄시즌 인기 스킨케어 [최대 75%] 할인! 코아시스에서 보물 같은 봄을 찾아보세요.■ 특가 상품 보러가기→ hmall.kr/EeqS6W■ 이벤트 상품 [최대 75%] 할인① AHC UV 퍼펙션 선크림 : 6,900원② 쟈스더마 히알루샷 앰플 : 9,900원③ 프란츠 선쉴드 스템 패치 : 11,900원④ 세포랩 바이오제닉 에센스 : 26,000원■ 기간 : 4/1(수)~4/30(목)■ 현대홈쇼핑은 [최상위페스타] 중!→ hmall.kr/ERzhXs■ 꼭 알아두세요*본 행사는 당사의 사정에 따라 사전 고지 없이 변경 혹은 조기 종료될 수 있습니다.무료수신거부 : 080-355-0000","36,262",1.22%,0.00%
